 State-gov, Bachelors, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Masters, Widowed, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 ?, 9th, Divorced, ?, White, Female, United-States, <=50K
 ?, 7th-8th, Widowed, ?, White, Female, ?, <=50K
 Private, Some-college, Widowed, Tech-support, White, Female, United-States, <=50K
 ?, Masters, Never-married, ?, White, Female, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Female, Jamaica, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, Assoc-acdm, Divorced, Sales, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, Some-college, Separated, Adm-clerical, White, Female, United-States, <=50K
 State-gov, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Married-spouse-absent, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Assoc-voc, Separated, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-voc, Widowed, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, 12th, Never-married, Farming-fishing, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, 1st-4th, Never-married, Priv-house-serv, White, Female, Mexico, <=50K
 Private, Doctorate, Divorced, Prof-specialty, White, Female, Cuba, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Adm-clerical, White, Female, England, <=50K
 Private, Bachelors, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 12th, Divorced, Farming-fishing, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Adm-clerical, Black, Male, United-States, <=50K
 ?, HS-grad, Never-married, ?, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Female, ?, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Tech-support, White, Female, United-States, <=50K
 Self-emp-inc, Some-college, Separated, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, Mexico, <=50K
 ?, Bachelors, Widowed, ?, Other, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Black, Male, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Female, United-States, >50K
 Private, 7th-8th, Widowed, Protective-serv, White, Male, United-States, <=50K
 ?, Masters, Widowed, ?, White, Male, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Sales, White, Male, United-States, <=50K
 Local-gov, HS-grad, Divorced, Other-service, Black, Female, United-States, <=50K
 Local-gov, Masters, Never-married, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Other-service, White, Male, ?, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, Germany, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 State-gov, Assoc-voc, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 ?, HS-grad, Divorced, ?, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Other, Female, United-States, <=50K
 Private, Bachelors, Separated, Prof-specialty, Black, Female, United-States, >50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 ?, Some-college, Separated, ?, White, Female, United-States, <=50K
 Private, Assoc-acdm, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Local-gov, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Widowed, Farming-fishing, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, Prof-school, Never-married, Sales, White, Female, United-States, >50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Priv-house-serv, White, Female, United-States, <=50K
 Federal-gov, Some-college, Divorced, Adm-clerical, White, Male, United-States, <=50K
 Self-emp-inc, 12th, Divorced, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-not-inc, 10th, Divorced, Other-service, Black, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, White, Male, United-States, <=50K
 Local-gov, Prof-school, Never-married, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Other-service, Black, Male, United-States, <=50K
 Private, Masters, Never-married, Tech-support, White, Male, ?, <=50K
 Private, HS-grad, Divorced, Transport-moving, White, Female, United-States, <=50K
 Private, 7th-8th, Separated, Handlers-cleaners, White, Male, Mexico, <=50K
 Private, Bachelors, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Married-spouse-absent, Machine-op-inspct, White, Male, United-States, >50K
 ?, HS-grad, Widowed, ?, White, Female, United-States, >50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Asian-Pac-Islander, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Federal-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, 10th, Never-married, Craft-repair, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, >50K
 Local-gov, Bachelors, Never-married, Prof-specialty, Asian-Pac-Islander, Male, United-States, <=50K
 Private, HS-grad, Widowed, Prof-specialty, White, Female, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, 10th, Never-married, Other-service, White, Male, Mexico, <=50K
 Private, Masters, Never-married, Prof-specialty, White, Male, Ireland, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, Masters, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Masters, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Sales, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Male, United-States, <=50K
 Private, Some-college, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, 11th, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, Black, Male, United-States, <=50K
 Private, HS-grad, Divorced, Tech-support, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Black, Female, United-States, >50K
 Private, Bachelors, Separated, Sales, White, Male, United-States, >50K
 Private, Doctorate, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 9th, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Local-gov, Assoc-voc, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, Bachelors, Never-married, Tech-support, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, Puerto-Rico, <=50K
 Private, Bachelors, Married-spouse-absent, Transport-moving, White, Male, United-States, <=50K
 Self-emp-inc, HS-grad, Divorced, Craft-repair, White, Male, Portugal, <=50K
 Private, Bachelors, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Handlers-cleaners, Black, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Sales, Black, Female, United-States, <=50K
 Self-emp-inc, 11th, Widowed, Exec-managerial, White, Female, United-States, <=50K
 Federal-gov, 11th, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Federal-gov, Bachelors, Never-married, Tech-support, Black, Female, United-States, <=50K
 Private, Assoc-acdm, Divorced, Craft-repair, White, Male, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, White, Male, United-States, <=50K
 Private, 9th, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, Doctorate, Divorced, Prof-specialty, White, Male, United-States, >50K
 Private, Some-college, Divorced, Other-service, White, Female, United-States, <=50K
 Local-gov, Some-college, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, Some-college, Widowed, Exec-managerial, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Black, Female, United-States, <=50K
 State-gov, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Federal-gov, Bachelors, Never-married, Exec-managerial, White, Male, United-States, >50K
 Local-gov, Some-college, Never-married, Tech-support, White, Male, United-States, >50K
 Private, 11th, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, Black, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Assoc-acdm, Divorced, Exec-managerial, White, Female, United-States, >50K
 ?, 7th-8th, Divorced, ?, White, Male, United-States, <=50K
 State-gov, Masters, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 1st-4th, Married-civ-spouse, Craft-repair, White, Male, Mexico, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 State-gov, Assoc-voc, Widowed, Other-service, Black, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Adm-clerical, White, Female, United-States, <=50K
 State-gov, Masters, Never-married, Adm-clerical, White, Female, United-States, <=50K
