 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Assoc-voc, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, 1st-4th, Widowed, Machine-op-inspct, White, Female, Portugal, <=50K
 Private, Assoc-voc, Married-spouse-absent, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, Black, Female, Jamaica, <=50K
 State-gov, HS-grad, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Separated, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Widowed, Craft-repair, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Sales, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Married-spouse-absent, Other-service, White, Female, United-States, <=50K
 State-gov, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, 11th, Divorced, Other-service, Black, Female, United-States, <=50K
 Private, Bachelors, Widowed, Priv-house-serv, White, Female, United-States, >50K
 State-gov, Some-college, Divorced, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Asian-Pac-Islander, Female, ?, <=50K
 State-gov, Bachelors, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, Black, Female, United-States, <=50K
 Private, 5th-6th, Never-married, Other-service, White, Female, Mexico, <=50K
 Private, Some-college, Separated, Tech-support, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Separated, Exec-managerial, White, Male, United-States, >50K
 Self-emp-inc, HS-grad, Separated, Exec-managerial, White, Male, United-States, <=50K
 Private, 11th, Separated, Other-service, Black, Female, United-States, <=50K
 Local-gov, Doctorate, Never-married, Prof-specialty, White, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, Black, Female, United-States, <=50K
 Federal-gov, HS-grad, Never-married, Exec-managerial, White, Female, Puerto-Rico, <=50K
 Private, 11th, Separated, Other-service, Black, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Protective-serv, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Federal-gov, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Black, Male, United-States, <=50K
 Self-emp-not-inc, 7th-8th, Widowed, Farming-fishing, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Sales, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 State-gov, Some-college, Divorced, Exec-managerial, Black, Female, ?, <=50K
 Private, Bachelors, Separated, Prof-specialty, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Separated, Farming-fishing, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Self-emp-not-inc, 11th, Separated, Handlers-cleaners, White, Female, Nicaragua, <=50K
 Local-gov, Bachelors, Widowed, Prof-specialty, White, Female, United-States, >50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, >50K
 Local-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, Mexico, <=50K
 Private, HS-grad, Separated, Transport-moving, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Sales, Black, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Widowed, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Separated, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Local-gov, Assoc-voc, Divorced, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Divorced, Exec-managerial, White, Female, United-States, >50K
 Private, Some-college, Widowed, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Federal-gov, Some-college, Divorced, Tech-support, Black, Female, United-States, <=50K
 Private, Some-college, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 ?, 5th-6th, Never-married, ?, White, Female, El-Salvador, <=50K
 Self-emp-not-inc, HS-grad, Separated, Other-service, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Separated, Adm-clerical, Black, Female, ?, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 State-gov, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Tech-support, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Self-emp-inc, Bachelors, Divorced, Sales, White, Female, United-States, <=50K
 Private, Some-college, Widowed, Sales, White, Female, United-States, >50K
 Private, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, HS-grad, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, Bachelors, Divorced, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 State-gov, Some-college, Never-married, Tech-support, Black, Female, United-States, <=50K
 Local-gov, Some-college, Divorced, Protective-serv, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Black, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, 7th-8th, Never-married, Other-service, Black, Female, Trinadad&Tobago, <=50K
 Without-pay, Some-college, Married-spouse-absent, Farming-fishing, White, Female, United-States, <=50K
 Private, Assoc-acdm, Separated, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Craft-repair, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Craft-repair, Black, Male, United-States, <=50K
 Private, 11th, Divorced, Prof-specialty, Amer-Indian-Eskimo, Male, United-States, >50K
 Local-gov, Masters, Divorced, Prof-specialty, White, Female, United-States, >50K
 Local-gov, HS-grad, Never-married, Handlers-cleaners, Asian-Pac-Islander, Male, United-States, <=50K
 Private, HS-grad, Separated, Transport-moving, Asian-Pac-Islander, Male, United-States, >50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 Self-emp-inc, Assoc-acdm, Divorced, Exec-managerial, White, Male, United-States, <=50K
 State-gov, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Separated, Other-service, Black, Female, United-States, <=50K
 Private, Bachelors, Divorced, Prof-specialty, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, 7th-8th, Divorced, Craft-repair, White, Female, United-States, <=50K
 State-gov, Some-college, Divorced, Protective-serv, Amer-Indian-Eskimo, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Masters, Divorced, Exec-managerial, Black, Female, United-States, >50K
 Federal-gov, Bachelors, Divorced, Prof-specialty, White, Female, United-States, >50K
 Private, Some-college, Never-married, Other-service, White, Male, Mexico, <=50K
 Private, 10th, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Tech-support, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Male, United-States, <=50K
 Local-gov, Some-college, Married-spouse-absent, Adm-clerical, Black, Female, United-States, <=50K
 Private, 7th-8th, Divorced, Machine-op-inspct, Black, Female, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Sales, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Female, United-States, >50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, >50K
 Private, Bachelors, Married-spouse-absent, Sales, White, Female, United-States, >50K
 Local-gov, Bachelors, Divorced, Adm-clerical, White, Female, Dominican-Republic, <=50K
 Federal-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Self-emp-not-inc, 10th, Divorced, Farming-fishing, White, Male, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, 5th-6th, Separated, Sales, White, Female, Mexico, <=50K
 Private, Assoc-voc, Never-married, Exec-managerial, Asian-Pac-Islander, Male, South, <=50K
 State-gov, Some-college, Separated, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Widowed, Machine-op-inspct, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Sales, White, Female, United-States, <=50K
 Private, 10th, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Female, Mexico, <=50K
 Private, Masters, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-acdm, Separated, Craft-repair, Asian-Pac-Islander, Male, United-States, >50K
 Private, HS-grad, Never-married, Machine-op-inspct, Amer-Indian-Eskimo, Female, United-States, <=50K
 Federal-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Local-gov, Bachelors, Divorced, Exec-managerial, White, Male, Germany, <=50K
 Self-emp-not-inc, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 ?, HS-grad, Separated, ?, Black, Female, United-States, <=50K
 Private, Assoc-voc, Widowed, Tech-support, Black, Female, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, White, Female, United-States, <=50K
 State-gov, Assoc-voc, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Other-service, Black, Female, United-States, <=50K
 ?, 10th, Separated, ?, White, Female, United-States, <=50K
 Private, Assoc-acdm, Divorced, Tech-support, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Tech-support, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Divorced, Sales, White, Male, United-States, >50K
 Private, HS-grad, Married-spouse-absent, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Federal-gov, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 11th, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, 7th-8th, Separated, Priv-house-serv, Black, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
