 Private, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Protective-serv, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Asian-Pac-Islander, Male, United-States, <=50K
 Private, 10th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Local-gov, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Craft-repair, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Private, 11th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Craft-repair, White, Male, United-States, <=50K
 State-gov, Some-college, Never-married, Transport-moving, White, Male, United-States, <=50K
 ?, 11th, Divorced, ?, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, 11th, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, Nicaragua, <=50K
 Private, 12th, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, Black, Male, Germany, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Black, Female, United-States, <=50K
 ?, 12th, Never-married, ?, White, Female, United-States, <=50K
 Local-gov, 9th, Never-married, Other-service, White, Male, United-States, <=50K
 Private, 9th, Never-married, Other-service, White, Male, ?, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, 7th-8th, Never-married, Other-service, White, Male, Mexico, <=50K
 Private, 11th, Never-married, Other-service, Black, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, <=50K
 Private, 11th, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Self-emp-inc, Masters, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, Asian-Pac-Islander, Male, Laos, <=50K
 Private, Some-college, Never-married, Transport-moving, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Male, United-States, <=50K
 Private, 10th, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Masters, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, 9th, Never-married, Other-service, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, Asian-Pac-Islander, Male, China, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 ?, 11th, Never-married, ?, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Tech-support, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, ?, <=50K
 ?, 10th, Never-married, ?, Black, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Male, United-States, <=50K
 ?, Assoc-voc, Never-married, ?, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Never-married, Sales, Black, Male, United-States, >50K
 ?, 10th, Never-married, ?, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, 11th, Never-married, Sales, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Protective-serv, White, Female, United-States, <=50K
 Private, 9th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, Black, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male, Germany, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Tech-support, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, Germany, <=50K
 Private, 12th, Never-married, Other-service, White, Female, United-States, <=50K
 Local-gov, 11th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, 10th, Separated, Machine-op-inspct, White, Male, Mexico, <=50K
 Private, Assoc-voc, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 State-gov, Some-college, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, 11th, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Local-gov, Assoc-acdm, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 State-gov, Bachelors, Married-civ-spouse, Tech-support, White, Female, ?, >50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Transport-moving, White, Female, United-States, <=50K
 Private, 11th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, 11th, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Female, United-States, <=50K
 Private, 7th-8th, Never-married, Priv-house-serv, White, Female, El-Salvador, <=50K
 Private, 12th, Never-married, Other-service, White, Male, Mexico, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Federal-gov, Assoc-voc, Never-married, Tech-support, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, Asian-Pac-Islander, Female, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, 5th-6th, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, 12th, Never-married, Sales, White, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Tech-support, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Asian-Pac-Islander, Female, United-States, <=50K
 State-gov, Bachelors, Never-married, Protective-serv, White, Male, United-States, <=50K
 Private, 10th, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male, Philippines, <=50K
 Self-emp-inc, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Federal-gov, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Self-emp-inc, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Federal-gov, HS-grad, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, 11th, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, 11th, Never-married, Priv-house-serv, White, Female, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 State-gov, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Local-gov, Assoc-voc, Never-married, Protective-serv, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, Asian-Pac-Islander, Female, South, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Female, United-States, <=50K
 ?, 10th, Never-married, ?, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Tech-support, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 ?, 10th, Never-married, ?, White, Female, United-States, <=50K
 Private, Some-college, Separated, Farming-fishing, White, Male, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Federal-gov, Some-college, Never-married, Protective-serv, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Black, Male, United-States, <=50K
