 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 State-gov, Some-college, Married-civ-spouse, Protective-serv, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Asian-Pac-Islander, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Craft-repair, White, Male, ?, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Black, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Other, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Tech-support, Black, Male, United-States, >50K
 Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Sales, White, Male, United-States, >50K
 State-gov, Some-college, Married-civ-spouse, Protective-serv, Black, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, White, Male, Mexico, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 State-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 ?, Some-college, Married-civ-spouse, ?, Black, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Black, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male, Iran, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 ?, Doctorate, Married-civ-spouse, ?, White, Male, United-States, <=50K
 ?, 9th, Married-civ-spouse, ?, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Black, Male, United-States, <=50K
 Local-gov, 7th-8th, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Local-gov, Some-college, Married-civ-spouse, Protective-serv, Black, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Tech-support, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male, Vietnam, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Tech-support, White, Male, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Sales, Asian-Pac-Islander, Male, ?, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 State-gov, Bachelors, Married-civ-spouse, Farming-fishing, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Transport-moving, Black, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Black, Male, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, Black, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, Cuba, >50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, Ireland, <=50K
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male, United-States, <=50K
 ?, Doctorate, Married-civ-spouse, ?, Amer-Indian-Eskimo, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Self-emp-inc, Some-college, Married-civ-spouse, Sales, White, Male, Cuba, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
 State-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Protective-serv, White, Male, United-States, >50K
 Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 ?, Bachelors, Married-civ-spouse, ?, White, Male, United-States, <=50K
 Local-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Federal-gov, Doctorate, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male, China, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Sales, Asian-Pac-Islander, Male, South, <=50K
 Private, 9th, Married-civ-spouse, Craft-repair, Black, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 ?, HS-grad, Married-civ-spouse, ?, Black, Male, United-States, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, Prof-school, Married-civ-spouse, Sales, White, Male, United-States, >50K
 State-gov, Masters, Married-civ-spouse, Adm-clerical, Amer-Indian-Eskimo, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male, United-States, >50K
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Tech-support, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
 Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Amer-Indian-Eskimo, Male, United-States, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, White, Male, ?, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, 10th, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, Nicaragua, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, Guatemala, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, ?, >50K
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Black, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
